2.283713239782920318e-02 5.511433842792039239e-02
3.008596303974552313e-02 2.622594147527251285e-01
4.306250254245457681e-02 -3.353469033136257105e-01
1.168115529592843732e-01 2.960135648375392114e-01
1.491760321554250202e-01 -1.514411431863041391e-02
1.493371232001266813e-01 -6.734282361786386728e-02
2.032055290539674375e-01 4.066263026752796605e-01
2.314240552400162187e-01 3.676385078134733475e-01
2.429676290460952570e-01 1.999399431257038173e-01
2.965759976113940821e-01 8.975657390357336674e-01
3.228502838122234708e-01 6.940874219773799370e-01
4.352618117705432943e-01 8.812140580888965236e-01
4.562994266644170849e-01 3.413627906226164854e-01
4.689366614836341651e-01 4.290209550177238595e-01
4.859368749246697483e-01 6.475847326996966302e-01
6.391054448140618405e-01 8.392419568205446989e-01
8.659395464055833491e-01 1.387493874045929276e+00
9.457372981431882986e-01 1.065601506540249321e+00
9.518107040049630374e-01 9.833602396679281821e-01
9.641889615742079700e-01 1.194804769213887674e+00
1.006018919683418833e+00 1.665769067202243825e+00
1.082148459898855775e+00 1.667892125952112892e+00
1.102497359486301010e+00 1.850197047066435285e+00
1.106223559946248658e+00 1.237430503268011739e+00
1.117816571178278595e+00 1.310817347811413791e+00
1.163458121302520354e+00 1.199951785513455160e+00
1.276903274324003856e+00 1.848856330292477868e+00
1.300687534581492999e+00 1.771193814172043357e+00
1.366973500494456539e+00 1.953403043131672234e+00
1.395486636139801062e+00 1.963921144170294619e+00
1.412844452980329679e+00 1.823639641195039518e+00
1.451164426243601646e+00 1.383862170097108768e+00
1.460901983078671140e+00 1.521781085658954868e+00
1.507754204300326917e+00 1.633442848669744318e+00
1.542222858013280851e+00 2.579691015100129547e+00
1.578566584756881497e+00 1.630204888470414781e+00
1.627207695919951069e+00 2.114862867418526360e+00
1.642550942335042619e+00 1.508739630939271326e+00
1.646889687591854390e+00 1.740431566922280959e+00
1.674844480504840138e+00 1.594633093670213331e+00
1.711249579376120433e+00 2.570633211656514039e+00
1.724630565675173699e+00 1.837803785121431277e+00
1.750632709867766756e+00 1.823181946429362599e+00
1.845134160718275629e+00 2.257438230981284821e+00
1.943254754476722690e+00 2.029887557949964005e+00
1.973016037283518376e+00 1.764691755645392490e+00
1.976579950544235409e+00 2.532323167321612889e+00
1.989377695536250545e+00 2.077557865883587596e+00
2.009520616998325959e+00 1.877302230616865408e+00
2.039872662879326892e+00 2.262203256914322225e+00
2.106159687263390978e+00 2.100648250804362682e+00
2.139936548644781222e+00 1.406929173447233339e+00
2.228088945032928425e+00 1.882208157314005925e+00
2.244189852270211283e+00 2.173030605052946207e+00
2.307134612168844967e+00 2.130080548174948962e+00
2.359377072302811129e+00 2.178637977581137974e+00
2.368510682311751658e+00 2.130103616206165285e+00
2.400865934034547955e+00 1.738139649655149777e+00
2.432687333736889279e+00 2.134706182124570084e+00
2.459829004665673224e+00 1.812932379936754712e+00
2.484350640330884374e+00 1.590140416045958016e+00
2.517913266617894497e+00 2.013328260089158217e+00
2.545913113702570119e+00 2.083609232536813405e+00
2.614475002803778647e+00 1.781063801476642006e+00
2.652130683174874104e+00 1.628028196041462872e+00
2.667342336795901048e+00 1.926354813722809478e+00
2.687440508529040262e+00 1.967032832839927359e+00
2.726893089596194919e+00 1.676805621462625462e+00
2.863930971605794795e+00 1.976400851473793407e+00
2.888134448211920446e+00 1.873704600343648385e+00
2.928522830434908020e+00 1.822511794795284690e+00
2.930043995273194923e+00 1.568833045564703266e+00
2.981480638952180406e+00 1.908926312916864765e+00
3.017380981903563075e+00 2.153311942931285916e+00
3.121529830643488435e+00 2.129154052479582226e+00
3.151927196831447731e+00 1.648005020779084617e+00
3.200339338670915801e+00 1.884349772613040486e+00
3.244677408406756669e+00 9.676912586773859237e-01
3.268226839970494346e+00 1.229022295216817495e+00
3.337802528981980377e+00 1.323414778854709706e+00
3.400484572928754723e+00 1.272348584914495540e+00
3.460491552897178913e+00 1.149854743407874746e+00
3.681428089026457684e+00 1.045469437310999616e+00
3.812042121958748808e+00 1.783739055753562397e+00
4.017800762196807263e+00 1.902972452209493515e+00
4.041673413432359752e+00 7.371090841661143145e-01
4.099334063429469488e+00 1.255596658819707390e+00
4.130028503633050185e+00 8.070966379474120433e-01
4.162603830095307877e+00 1.098455955676969742e+00
4.176702138484713167e+00 1.435300055316136358e+00
4.221675179949537338e+00 7.050996031999802183e-01
4.287677992551021333e+00 1.204064522135822379e+00
4.301513961716728396e+00 9.674170983645457023e-01
4.365637347339843544e+00 1.377325379841957798e+00
4.424283804676835352e+00 8.263962888053441036e-01
4.460023605214686881e+00 1.374860429472099632e+00
4.524202252430062465e+00 1.291277953065903539e+00
4.550883458654800151e+00 1.002338042914963978e+00
4.575154394348444953e+00 1.642374709566513769e+00
4.647328429461836663e+00 1.699294855885178368e+00
